cidade_slug,cidade_origem,canal,indicador_id,mes_ref,meta
acarau-ce,ACARAU/CE,LOJA,instalacao,2026-01-01,36
acarau-ce,ACARAU/CE,PAP,orcamento,2026-01-01,66
acarau-ce,ACARAU/CE,PAP,efetivado,2026-01-01,60
acarau-ce,ACARAU/CE,PAP,instalacao,2026-01-01,54
acopiara-ce,ACOPIARA/CE,LOJA,instalacao,2026-01-01,38
acopiara-ce,ACOPIARA/CE,PAP,orcamento,2026-01-01,22
acopiara-ce,ACOPIARA/CE,PAP,efetivado,2026-01-01,20
acopiara-ce,ACOPIARA/CE,PAP,instalacao,2026-01-01,18
acu-rn,ACU/RN,DONO CIDADE - LOJAS,instalacao,2026-01-01,51
acu-rn,ACU/RN,LOJA,instalacao,2026-01-01,13
agua-nova-rn,AGUA NOVA/RN,PAP,orcamento,2026-01-01,22
agua-nova-rn,AGUA NOVA/RN,PAP,efetivado,2026-01-01,20
agua-nova-rn,AGUA NOVA/RN,PAP,instalacao,2026-01-01,18
alagoinhas-ba,ALAGOINHAS/BA,LOJA,instalacao,2026-01-01,40
altos-pi,ALTOS/PI,DONO CIDADE - LOJAS,instalacao,2026-01-01,24
apodi-rn,APODI/RN,PAP,orcamento,2026-01-01,39
apodi-rn,APODI/RN,PAP,efetivado,2026-01-01,34
apodi-rn,APODI/RN,PAP,instalacao,2026-01-01,32
aracaju-se,ARACAJU/SE,LOJA,instalacao,2026-01-01,63
arapiraca-al,ARAPIRACA/AL,LOJA,instalacao,2026-01-01,20
araripina-pe,ARARIPINA / PE,PAP,orcamento,2026-01-01,68
araripina-pe,ARARIPINA / PE,PAP,efetivado,2026-01-01,60
araripina-pe,ARARIPINA / PE,PAP,instalacao,2026-01-01,56
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,instalacao,2026-01-01,30
arcoverde-pe,ARCOVERDE / PE,PAP,orcamento,2026-01-01,69
arcoverde-pe,ARCOVERDE / PE,PAP,efetivado,2026-01-01,61
arcoverde-pe,ARCOVERDE / PE,PAP,instalacao,2026-01-01,57
arcoverde-pe,ARCOVERDE/PE,LOJA,instalacao,2026-01-01,12
assu-rn,ASSU / RN,PAP,orcamento,2026-01-01,34
assu-rn,ASSU / RN,PAP,efetivado,2026-01-01,30
assu-rn,ASSU / RN,PAP,instalacao,2026-01-01,28
banabuiu-ce,BANABUIU/CE,LOJA,instalacao,2026-01-01,30
barauna-rn,BARAUNA/RN,LOJA,instalacao,2026-01-01,13
barbalha-ce,BARBALHA/CE,LOJA,instalacao,2026-01-01,25
barbalha-ce,BARBALHA/CE,PAP,orcamento,2026-01-01,21
barbalha-ce,BARBALHA/CE,PAP,efetivado,2026-01-01,19
barbalha-ce,BARBALHA/CE,PAP,instalacao,2026-01-01,17
bayeux-pb,BAYEUX / PB,PAP,orcamento,2026-01-01,180
bayeux-pb,BAYEUX / PB,PAP,efetivado,2026-01-01,160
bayeux-pb,BAYEUX / PB,PAP,instalacao,2026-01-01,150
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,instalacao,2026-01-01,21
belo-jardim-pe,BELO JARDIM / PE,PAP,orcamento,2026-01-01,80
belo-jardim-pe,BELO JARDIM / PE,PAP,efetivado,2026-01-01,72
belo-jardim-pe,BELO JARDIM / PE,PAP,instalacao,2026-01-01,67
belo-jardim-pe,BELO JARDIM/PE,LOJA,instalacao,2026-01-01,32
bezerros-pe,BEZERROS/PE,LOJA,instalacao,2026-01-01,34
bezerros-pe,BEZERROS/PE,PAP,orcamento,2026-01-01,23
bezerros-pe,BEZERROS/PE,PAP,efetivado,2026-01-01,21
bezerros-pe,BEZERROS/PE,PAP,instalacao,2026-01-01,19
bom-conselho-pe,BOM CONSELHO/PE,4 J LOJAS,instalacao,2026-01-01,14
brejo-santo-ce,BREJO SANTO/CE,LOJA,instalacao,2026-01-01,16
brejo-santo-ce,BREJO SANTO/CE,PAP,orcamento,2026-01-01,66
brejo-santo-ce,BREJO SANTO/CE,PAP,efetivado,2026-01-01,60
brejo-santo-ce,BREJO SANTO/CE,PAP,instalacao,2026-01-01,54
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,orcamento,2026-01-01,22
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,efetivado,2026-01-01,20
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,instalacao,2026-01-01,18
cabedelo-pb,CABEDELO / PB,PAP,orcamento,2026-01-01,36
cabedelo-pb,CABEDELO / PB,PAP,efetivado,2026-01-01,32
cabedelo-pb,CABEDELO / PB,PAP,instalacao,2026-01-01,30
cabedelo-pb,CABEDELO/PB,LOJA,instalacao,2026-01-01,20
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,LOJA,instalacao,2026-01-01,30
caico-rn,CAICO / RN,PAP,orcamento,2026-01-01,68
caico-rn,CAICO / RN,PAP,efetivado,2026-01-01,60
caico-rn,CAICO / RN,PAP,instalacao,2026-01-01,56
caico-rn,CAICO/RN,LOJA,instalacao,2026-01-01,35
cajazeiras-pb,CAJAZEIRAS / PB,PAP,orcamento,2026-01-01,90
cajazeiras-pb,CAJAZEIRAS / PB,PAP,efetivado,2026-01-01,78
cajazeiras-pb,CAJAZEIRAS / PB,PAP,instalacao,2026-01-01,75
cajazeiras-pb,CAJAZEIRAS/PB,LOJA,instalacao,2026-01-01,63
camacari-ba,CAMACARI/BA,LOJA,instalacao,2026-01-01,32
campina-grande-pb,CAMPINA GRANDE / PB,PAP,orcamento,2026-01-01,312
campina-grande-pb,CAMPINA GRANDE / PB,PAP,efetivado,2026-01-01,272
campina-grande-pb,CAMPINA GRANDE / PB,PAP,instalacao,2026-01-01,256
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,instalacao,2026-01-01,63
campo-maior-pi,CAMPO MAIOR/PI,DONO CIDADE - LOJAS,instalacao,2026-01-01,18
caninde-ce,CANINDE/CE,LOJA,instalacao,2026-01-01,29
caninde-ce,CANINDE/CE,PAP,orcamento,2026-01-01,110
caninde-ce,CANINDE/CE,PAP,efetivado,2026-01-01,100
caninde-ce,CANINDE/CE,PAP,instalacao,2026-01-01,90
caruaru-pe,CARUARU / PE,PAP,orcamento,2026-01-01,419
caruaru-pe,CARUARU / PE,PAP,efetivado,2026-01-01,362
caruaru-pe,CARUARU / PE,PAP,instalacao,2026-01-01,344
caruaru-pe,CARUARU/PE,LOJA,instalacao,2026-01-01,24
cascavel-ce,CASCAVEL/CE,LOJA,instalacao,2026-01-01,17
cascavel-ce,CASCAVEL/CE,PAP,orcamento,2026-01-01,66
cascavel-ce,CASCAVEL/CE,PAP,efetivado,2026-01-01,60
cascavel-ce,CASCAVEL/CE,PAP,instalacao,2026-01-01,54
catole-do-rocha-pb,CATOLE DO ROCHA / PB,PAP,orcamento,2026-01-01,44
catole-do-rocha-pb,CATOLE DO ROCHA / PB,PAP,efetivado,2026-01-01,40
catole-do-rocha-pb,CATOLE DO ROCHA / PB,PAP,instalacao,2026-01-01,36
catole-do-rocha-pb,CATOLE DO ROCHA/PB,LOJA,instalacao,2026-01-01,24
catu-ba,CATU/BA,LOJA,instalacao,2026-01-01,12
caucaia-ce,CAUCAIA/CE,LOJA,instalacao,2026-01-01,38
caucaia-ce,CAUCAIA/CE,PAP,orcamento,2026-01-01,234
caucaia-ce,CAUCAIA/CE,PAP,efetivado,2026-01-01,204
caucaia-ce,CAUCAIA/CE,PAP,instalacao,2026-01-01,192
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,instalacao,2026-01-01,44
ceara-mirim-rn,CEARA-MIRIM/RN,PAP,orcamento,2026-01-01,34
ceara-mirim-rn,CEARA-MIRIM/RN,PAP,efetivado,2026-01-01,30
ceara-mirim-rn,CEARA-MIRIM/RN,PAP,instalacao,2026-01-01,28
cedro-ce,CEDRO/CE,LOJA,instalacao,2026-01-01,30
cedro-ce,CEDRO/CE,PAP,orcamento,2026-01-01,22
cedro-ce,CEDRO/CE,PAP,efetivado,2026-01-01,20
cedro-ce,CEDRO/CE,PAP,instalacao,2026-01-01,18
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,orcamento,2026-01-01,18
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,efetivado,2026-01-01,16
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,instalacao,2026-01-01,15
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,25
crateus-ce,CRATEUS/CE,PAP,orcamento,2026-01-01,136
crateus-ce,CRATEUS/CE,PAP,efetivado,2026-01-01,120
crateus-ce,CRATEUS/CE,PAP,instalacao,2026-01-01,112
crato-ce,CRATO/CE,LOJA,instalacao,2026-01-01,34
crato-ce,CRATO/CE,PAP,orcamento,2026-01-01,170
crato-ce,CRATO/CE,PAP,efetivado,2026-01-01,150
crato-ce,CRATO/CE,PAP,instalacao,2026-01-01,140
custodia-pe,CUSTODIA / PE,PAP,orcamento,2026-01-01,38
custodia-pe,CUSTODIA / PE,PAP,efetivado,2026-01-01,34
custodia-pe,CUSTODIA / PE,PAP,instalacao,2026-01-01,31
custodia-pe,CUSTODIA/PE,LOJA,instalacao,2026-01-01,34
delmiro-gouveia-al,DELMIRO GOUVEIA/AL,4 J LOJAS,instalacao,2026-01-01,28
dias-d-avila-ba,DIAS D'AVILA/BA,LOJA,instalacao,2026-01-01,32
escada-pe,ESCADA/PE,LOJA,instalacao,2026-01-01,24
estancia-se,ESTANCIA/SE,LOJA,instalacao,2026-01-01,25
eusebio-ce,EUSEBIO/CE,LOJA,instalacao,2026-01-01,30
eusebio-ce,EUSEBIO/CE,PAP,orcamento,2026-01-01,99
eusebio-ce,EUSEBIO/CE,PAP,efetivado,2026-01-01,87
eusebio-ce,EUSEBIO/CE,PAP,instalacao,2026-01-01,82
extremoz-rn,EXTREMOZ/RN,PAP,orcamento,2026-01-01,123
extremoz-rn,EXTREMOZ/RN,PAP,efetivado,2026-01-01,108
extremoz-rn,EXTREMOZ/RN,PAP,instalacao,2026-01-01,101
feira-de-santana-ba,FEIRA DE SANTANA/BA,LOJA,instalacao,2026-01-01,20
fortaleza-ce,FORTALEZA / CE,NGC,orcamento,2026-01-01,118
fortaleza-ce,FORTALEZA / CE,NGC,efetivado,2026-01-01,103
fortaleza-ce,FORTALEZA / CE,NGC,instalacao,2026-01-01,97
fortaleza-ce,FORTALEZA / CE,PAP,orcamento,2026-01-01,1295
fortaleza-ce,FORTALEZA / CE,PAP,efetivado,2026-01-01,1133
fortaleza-ce,FORTALEZA / CE,PAP,instalacao,2026-01-01,1066
fortaleza-ce,FORTALEZA/CE,LOJA,instalacao,2026-01-01,49
garanhuns-pe,GARANHUNS/PE,LOJA,instalacao,2026-01-01,60
gravata-pe,GRAVATA / PE,PAP,orcamento,2026-01-01,88
gravata-pe,GRAVATA / PE,PAP,efetivado,2026-01-01,80
gravata-pe,GRAVATA / PE,PAP,instalacao,2026-01-01,72
gravata-pe,GRAVATA/PE,LOJA,instalacao,2026-01-01,32
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,30
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,orcamento,2026-01-01,34
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,efetivado,2026-01-01,30
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,instalacao,2026-01-01,28
horizonte-ce,HORIZONTE / CE,PAP,orcamento,2026-01-01,136
horizonte-ce,HORIZONTE / CE,PAP,efetivado,2026-01-01,120
horizonte-ce,HORIZONTE / CE,PAP,instalacao,2026-01-01,112
horizonte-ce,HORIZONTE/CE,LOJA,instalacao,2026-01-01,65
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,10
ico-ce,ICO / CE,PAP,orcamento,2026-01-01,44
ico-ce,ICO / CE,PAP,efetivado,2026-01-01,40
ico-ce,ICO / CE,PAP,instalacao,2026-01-01,36
ico-ce,ICO/CE,LOJA,instalacao,2026-01-01,96
iguatu-ce,IGUATU / CE,PAP,orcamento,2026-01-01,117
iguatu-ce,IGUATU / CE,PAP,efetivado,2026-01-01,105
iguatu-ce,IGUATU / CE,PAP,instalacao,2026-01-01,98
iguatu-ce,IGUATU/CE,LOJA,instalacao,2026-01-01,102
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,34
ipu-ce,IPU/CE,PAP,orcamento,2026-01-01,35
ipu-ce,IPU/CE,PAP,efetivado,2026-01-01,31
ipu-ce,IPU/CE,PAP,instalacao,2026-01-01,29
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,22
iracema-ce,IRACEMA/CE,PAP,orcamento,2026-01-01,18
iracema-ce,IRACEMA/CE,PAP,efetivado,2026-01-01,16
iracema-ce,IRACEMA/CE,PAP,instalacao,2026-01-01,15
itaitinga-ce,ITAITINGA/CE,PAP,orcamento,2026-01-01,36
itaitinga-ce,ITAITINGA/CE,PAP,efetivado,2026-01-01,32
itaitinga-ce,ITAITINGA/CE,PAP,instalacao,2026-01-01,30
itapaje-ce,ITAPAJE/CE,LOJA,instalacao,2026-01-01,19
itapaje-ce,ITAPAJE/CE,PAP,orcamento,2026-01-01,32
itapaje-ce,ITAPAJE/CE,PAP,efetivado,2026-01-01,29
itapaje-ce,ITAPAJE/CE,PAP,instalacao,2026-01-01,26
itapaje-ce,ITAPAJE/CE,QUIOSQUES,orcamento,2026-01-01,22
itapaje-ce,ITAPAJE/CE,QUIOSQUES,efetivado,2026-01-01,20
itapaje-ce,ITAPAJE/CE,QUIOSQUES,instalacao,2026-01-01,18
itapipoca-ce,ITAPIPOCA / CE,PAP,orcamento,2026-01-01,102
itapipoca-ce,ITAPIPOCA / CE,PAP,efetivado,2026-01-01,90
itapipoca-ce,ITAPIPOCA / CE,PAP,instalacao,2026-01-01,84
itapipoca-ce,ITAPIPOCA/CE,LOJA,instalacao,2026-01-01,54
itapipoca-ce,ITAPIPOCA/CE,QUIOSQUES,orcamento,2026-01-01,34
itapipoca-ce,ITAPIPOCA/CE,QUIOSQUES,efetivado,2026-01-01,30
itapipoca-ce,ITAPIPOCA/CE,QUIOSQUES,instalacao,2026-01-01,28
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,LOJA,instalacao,2026-01-01,22
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,17
jaguaretama-ce,JAGUARETAMA/CE,PAP,orcamento,2026-01-01,21
jaguaretama-ce,JAGUARETAMA/CE,PAP,efetivado,2026-01-01,19
jaguaretama-ce,JAGUARETAMA/CE,PAP,instalacao,2026-01-01,17
jaguaribara-ce,JAGUARIBARA/CE,PAP,orcamento,2026-01-01,22
jaguaribara-ce,JAGUARIBARA/CE,PAP,efetivado,2026-01-01,20
jaguaribara-ce,JAGUARIBARA/CE,PAP,instalacao,2026-01-01,18
jaguaribe-ce,JAGUARIBE / CE,PAP,orcamento,2026-01-01,88
jaguaribe-ce,JAGUARIBE / CE,PAP,efetivado,2026-01-01,80
jaguaribe-ce,JAGUARIBE / CE,PAP,instalacao,2026-01-01,72
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,54
jeremoabo-ba,JEREMOABO/BA,4 J LOJAS,instalacao,2026-01-01,18
joao-pessoa-pb,JOAO PESSOA / PB,NGC,orcamento,2026-01-01,274
joao-pessoa-pb,JOAO PESSOA / PB,NGC,efetivado,2026-01-01,239
joao-pessoa-pb,JOAO PESSOA / PB,NGC,instalacao,2026-01-01,225
joao-pessoa-pb,JOAO PESSOA / PB,PAP,orcamento,2026-01-01,663
joao-pessoa-pb,JOAO PESSOA / PB,PAP,efetivado,2026-01-01,578
joao-pessoa-pb,JOAO PESSOA / PB,PAP,instalacao,2026-01-01,544
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,instalacao,2026-01-01,94
juazeiro-ba,JUAZEIRO / BA,PAP,orcamento,2026-01-01,256
juazeiro-ba,JUAZEIRO / BA,PAP,efetivado,2026-01-01,224
juazeiro-ba,JUAZEIRO / BA,PAP,instalacao,2026-01-01,210
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,PAP,orcamento,2026-01-01,577
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,PAP,efetivado,2026-01-01,513
juazeiro-do-norte-ce,JUAZEIRO DO NORTE / CE,PAP,instalacao,2026-01-01,481
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,LOJA,instalacao,2026-01-01,236
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,instalacao,2026-01-01,10
lagarto-se,LAGARTO/SE,LOJA,instalacao,2026-01-01,13
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,PAP,orcamento,2026-01-01,44
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,PAP,efetivado,2026-01-01,40
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA / CE,PAP,instalacao,2026-01-01,36
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,instalacao,2026-01-01,32
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,PAP,orcamento,2026-01-01,88
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,PAP,efetivado,2026-01-01,80
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,PAP,instalacao,2026-01-01,72
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,48
limoeiro-pe,LIMOEIRO/PE,LOJA,instalacao,2026-01-01,18
luis-correia-pi,LUIS CORREIA / PI,PAP,orcamento,2026-01-01,34
luis-correia-pi,LUIS CORREIA / PI,PAP,efetivado,2026-01-01,30
luis-correia-pi,LUIS CORREIA / PI,PAP,instalacao,2026-01-01,28
macaiba-rn,MACAIBA/RN,LOJA,instalacao,2026-01-01,23
macaiba-rn,MACAIBA/RN,PAP,orcamento,2026-01-01,142
macaiba-rn,MACAIBA/RN,PAP,efetivado,2026-01-01,125
macaiba-rn,MACAIBA/RN,PAP,instalacao,2026-01-01,117
macau-rn,MACAU / RN,PAP,orcamento,2026-01-01,36
macau-rn,MACAU / RN,PAP,efetivado,2026-01-01,32
macau-rn,MACAU / RN,PAP,instalacao,2026-01-01,30
macau-rn,MACAU / RN,QUIOSQUES,orcamento,2026-01-01,36
macau-rn,MACAU / RN,QUIOSQUES,efetivado,2026-01-01,32
macau-rn,MACAU / RN,QUIOSQUES,instalacao,2026-01-01,30
maceio-al,MACEIO/AL,LOJA,instalacao,2026-01-01,20
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,instalacao,2026-01-01,30
major-sales-rn,MAJOR SALES/RN,PAP,orcamento,2026-01-01,16
major-sales-rn,MAJOR SALES/RN,PAP,efetivado,2026-01-01,15
major-sales-rn,MAJOR SALES/RN,PAP,instalacao,2026-01-01,14
maracanau-ce,MARACANAU / CE,PAP,orcamento,2026-01-01,273
maracanau-ce,MARACANAU / CE,PAP,efetivado,2026-01-01,238
maracanau-ce,MARACANAU / CE,PAP,instalacao,2026-01-01,224
maracanau-ce,MARACANAU/CE,LOJA,instalacao,2026-01-01,60
maranguape-ce,MARANGUAPE / CE,PAP,orcamento,2026-01-01,319
maranguape-ce,MARANGUAPE / CE,PAP,efetivado,2026-01-01,278
maranguape-ce,MARANGUAPE / CE,PAP,instalacao,2026-01-01,262
maranguape-ce,MARANGUAPE/CE,LOJA,instalacao,2026-01-01,34
milagres-ce,MILAGRES/CE,LOJA,instalacao,2026-01-01,41
milagres-ce,MILAGRES/CE,PAP,orcamento,2026-01-01,22
milagres-ce,MILAGRES/CE,PAP,efetivado,2026-01-01,20
milagres-ce,MILAGRES/CE,PAP,instalacao,2026-01-01,18
missao-velha-ce,MISSAO VELHA/CE,LOJA,instalacao,2026-01-01,42
missao-velha-ce,MISSAO VELHA/CE,PAP,orcamento,2026-01-01,22
missao-velha-ce,MISSAO VELHA/CE,PAP,efetivado,2026-01-01,20
missao-velha-ce,MISSAO VELHA/CE,PAP,instalacao,2026-01-01,18
mombaca-ce,MOMBACA/CE,LOJA,instalacao,2026-01-01,20
mombaca-ce,MOMBACA/CE,PAP,orcamento,2026-01-01,44
mombaca-ce,MOMBACA/CE,PAP,efetivado,2026-01-01,40
mombaca-ce,MOMBACA/CE,PAP,instalacao,2026-01-01,36
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,36
morada-nova-ce,MORADA NOVA/CE,PAP,orcamento,2026-01-01,66
morada-nova-ce,MORADA NOVA/CE,PAP,efetivado,2026-01-01,60
morada-nova-ce,MORADA NOVA/CE,PAP,instalacao,2026-01-01,54
mossoro-rn,MOSSORO / RN,PAP,orcamento,2026-01-01,438
mossoro-rn,MOSSORO / RN,PAP,efetivado,2026-01-01,381
mossoro-rn,MOSSORO / RN,PAP,instalacao,2026-01-01,359
mossoro-rn,MOSSORO/RN,LOJA,instalacao,2026-01-01,39
natal-rn,NATAL / RN,NGC,orcamento,2026-01-01,382
natal-rn,NATAL / RN,NGC,efetivado,2026-01-01,333
natal-rn,NATAL / RN,NGC,instalacao,2026-01-01,313
natal-rn,NATAL / RN,PAP,orcamento,2026-01-01,787
natal-rn,NATAL / RN,PAP,efetivado,2026-01-01,686
natal-rn,NATAL / RN,PAP,instalacao,2026-01-01,646
natal-rn,NATAL/RN,LOJA,instalacao,2026-01-01,116
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,orcamento,2026-01-01,44
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,efetivado,2026-01-01,40
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,instalacao,2026-01-01,36
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,LOJA,instalacao,2026-01-01,28
olho-d-agua-das-flores-al,OLHO D'AGUA DAS FLORES/AL,4 J LOJAS,instalacao,2026-01-01,16
oros-ce,OROS/CE,LOJA,instalacao,2026-01-01,14
oros-ce,OROS/CE,PAP,orcamento,2026-01-01,22
oros-ce,OROS/CE,PAP,efetivado,2026-01-01,20
oros-ce,OROS/CE,PAP,instalacao,2026-01-01,18
ouricuri-pe,OURICURI / PE,PAP,orcamento,2026-01-01,102
ouricuri-pe,OURICURI / PE,PAP,efetivado,2026-01-01,90
ouricuri-pe,OURICURI / PE,PAP,instalacao,2026-01-01,84
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,instalacao,2026-01-01,28
pacajus-ce,PACAJUS / CE,PAP,orcamento,2026-01-01,136
pacajus-ce,PACAJUS / CE,PAP,efetivado,2026-01-01,120
pacajus-ce,PACAJUS / CE,PAP,instalacao,2026-01-01,112
pacajus-ce,PACAJUS/CE,LOJA,instalacao,2026-01-01,30
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,LOJA,instalacao,2026-01-01,23
paraipaba-ce,PARAIPABA/CE,LOJA,instalacao,2026-01-01,19
paraipaba-ce,PARAIPABA/CE,PAP,orcamento,2026-01-01,68
paraipaba-ce,PARAIPABA/CE,PAP,efetivado,2026-01-01,60
paraipaba-ce,PARAIPABA/CE,PAP,instalacao,2026-01-01,56
parnaiba-pi,PARNAIBA / PI,PAP,orcamento,2026-01-01,364
parnaiba-pi,PARNAIBA / PI,PAP,efetivado,2026-01-01,321
parnaiba-pi,PARNAIBA / PI,PAP,instalacao,2026-01-01,301
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,instalacao,2026-01-01,25
parnamirim-rn,PARNAMIRIM / RN,PAP,orcamento,2026-01-01,235
parnamirim-rn,PARNAMIRIM / RN,PAP,efetivado,2026-01-01,205
parnamirim-rn,PARNAMIRIM / RN,PAP,instalacao,2026-01-01,193
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,instalacao,2026-01-01,92
patos-pb,PATOS / PB,PAP,orcamento,2026-01-01,180
patos-pb,PATOS / PB,PAP,efetivado,2026-01-01,160
patos-pb,PATOS / PB,PAP,instalacao,2026-01-01,150
patos-pb,PATOS/PB,LOJA,instalacao,2026-01-01,60
patos-pb,PATOS/PB,QUIOSQUES,orcamento,2026-01-01,36
patos-pb,PATOS/PB,QUIOSQUES,efetivado,2026-01-01,32
patos-pb,PATOS/PB,QUIOSQUES,instalacao,2026-01-01,30
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,instalacao,2026-01-01,54
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,orcamento,2026-01-01,23
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,efetivado,2026-01-01,21
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,instalacao,2026-01-01,19
pau-dos-ferros-rn,PAU DOS FERROS/RN,QUIOSQUES,orcamento,2026-01-01,22
pau-dos-ferros-rn,PAU DOS FERROS/RN,QUIOSQUES,efetivado,2026-01-01,20
pau-dos-ferros-rn,PAU DOS FERROS/RN,QUIOSQUES,instalacao,2026-01-01,18
paulista-pe,PAULISTA/PE,LOJA,instalacao,2026-01-01,24
paulo-afonso-ba,PAULO AFONSO/BA,4 J LOJAS,instalacao,2026-01-01,18
pedra-branca-ce,PEDRA BRANCA/CE,LOJA,instalacao,2026-01-01,21
pedra-branca-ce,PEDRA BRANCA/CE,PAP,orcamento,2026-01-01,22
pedra-branca-ce,PEDRA BRANCA/CE,PAP,efetivado,2026-01-01,20
pedra-branca-ce,PEDRA BRANCA/CE,PAP,instalacao,2026-01-01,18
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,10
pereiro-ce,PEREIRO/CE,ONLINE,ativacao,2026-01-01,746
pereiro-ce,PEREIRO/CE,ONLINE,instalacao,2026-01-01,2244
pesqueira-pe,PESQUEIRA/PE,LOJA,instalacao,2026-01-01,12
pesqueira-pe,PESQUEIRA/PE,PAP,orcamento,2026-01-01,1
pesqueira-pe,PESQUEIRA/PE,PAP,efetivado,2026-01-01,1
pesqueira-pe,PESQUEIRA/PE,PAP,instalacao,2026-01-01,1
petrolina-pe,PETROLINA / PE,PAP,orcamento,2026-01-01,274
petrolina-pe,PETROLINA / PE,PAP,efetivado,2026-01-01,239
petrolina-pe,PETROLINA / PE,PAP,instalacao,2026-01-01,225
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,instalacao,2026-01-01,26
picos-pi,PICOS/PI,DONO CIDADE - LOJAS,instalacao,2026-01-01,8
piranhas-al,PIRANHAS/AL,4 J LOJAS,instalacao,2026-01-01,3
piripiri-pi,PIRIPIRI/PI,DONO CIDADE - LOJAS,instalacao,2026-01-01,22
pombal-pb,POMBAL/PB,LOJA,instalacao,2026-01-01,14
pombal-pb,POMBAL/PB,PAP,orcamento,2026-01-01,44
pombal-pb,POMBAL/PB,PAP,efetivado,2026-01-01,40
pombal-pb,POMBAL/PB,PAP,instalacao,2026-01-01,36
quixada-ce,QUIXADA / CE,PAP,orcamento,2026-01-01,136
quixada-ce,QUIXADA / CE,PAP,efetivado,2026-01-01,120
quixada-ce,QUIXADA / CE,PAP,instalacao,2026-01-01,112
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,76
quixeramobim-ce,QUIXERAMOBIM / CE,PAP,orcamento,2026-01-01,63
quixeramobim-ce,QUIXERAMOBIM / CE,PAP,efetivado,2026-01-01,55
quixeramobim-ce,QUIXERAMOBIM / CE,PAP,instalacao,2026-01-01,52
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,instalacao,2026-01-01,46
