cidade_slug,cidade_origem,tecnologia,indicador_id,mes_ref,semana_mes,valor
limoeiro-pe,LIMOEIRO / PE,ftth,efetivado,2026-07-01,2,25
limoeiro-pe,LIMOEIRO / PE,ftth,instalacao,2026-07-01,2,22
limoeiro-do-norte-ce,LIMOEIRO DO NORTE  / CE,5g,ativacao,2026-07-01,2,65
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,orcamento,2026-07-01,2,48
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,efetivado,2026-07-01,2,40
limoeiro-do-norte-ce,LIMOEIRO DO NORTE / CE,ftth,instalacao,2026-07-01,2,38
luis-correia-pi,LUIS CORREIA / PI,ftth,orcamento,2026-07-01,2,12
luis-correia-pi,LUIS CORREIA / PI,ftth,efetivado,2026-07-01,2,11
luis-correia-pi,LUIS CORREIA / PI,ftth,instalacao,2026-07-01,2,10
luis-gomes-rn,LUIS GOMES / RN,ftth,orcamento,2026-07-01,2,1
macaiba-rn,MACAIBA / RN,5g,ativacao,2026-07-01,2,73
macaiba-rn,MACAIBA / RN,ftth,orcamento,2026-07-01,2,56
macaiba-rn,MACAIBA / RN,ftth,efetivado,2026-07-01,2,56
macaiba-rn,MACAIBA / RN,ftth,instalacao,2026-07-01,2,31
macau-rn,MACAU / RN,5g,ativacao,2026-07-01,2,11
macau-rn,MACAU / RN,ftth,instalacao,2026-07-01,2,6
macau-rn,MACAU / RN,ftth,orcamento,2026-07-01,2,5
macau-rn,MACAU / RN,ftth,efetivado,2026-07-01,2,5
maceio-al,MACEIO / AL,5g,ativacao,2026-07-01,2,318
maceio-al,MACEIO / AL,ftth,orcamento,2026-07-01,2,525
maceio-al,MACEIO / AL,ftth,efetivado,2026-07-01,2,414
maceio-al,MACEIO / AL,ftth,instalacao,2026-07-01,2,402
machados-pe,MACHADOS / PE,5g,ativacao,2026-07-01,2,23
magalhaes-de-almeida-ma,MAGALHAES DE ALMEIDA / MA,5g,ativacao,2026-07-01,2,4
major-sales-rn,MAJOR SALES / RN,5g,ativacao,2026-07-01,2,6
major-sales-rn,MAJOR SALES / RN,ftth,orcamento,2026-07-01,2,5
major-sales-rn,MAJOR SALES / RN,ftth,efetivado,2026-07-01,2,4
major-sales-rn,MAJOR SALES / RN,ftth,instalacao,2026-07-01,2,3
mamanguape-pb,MAMANGUAPE / PB,5g,ativacao,2026-07-01,2,6
maracanau-ce,MARACANAU / CE,5g,ativacao,2026-07-01,2,154
maracanau-ce,MARACANAU / CE,ftth,orcamento,2026-07-01,2,235
maracanau-ce,MARACANAU / CE,ftth,efetivado,2026-07-01,2,186
maracanau-ce,MARACANAU / CE,ftth,instalacao,2026-07-01,2,164
maranguape-ce,MARANGUAPE  / CE,5g,ativacao,2026-07-01,2,94
maranguape-ce,MARANGUAPE / CE,ftth,orcamento,2026-07-01,2,51
maranguape-ce,MARANGUAPE / CE,ftth,efetivado,2026-07-01,2,42
maranguape-ce,MARANGUAPE / CE,ftth,instalacao,2026-07-01,2,33
marcelino-vieira-rn,MARCELINO VIEIRA / RN,5g,ativacao,2026-07-01,2,14
marco-ce,MARCO / CE,5g,ativacao,2026-07-01,2,13
marechal-deodoro-al,MARECHAL DEODORO / AL,5g,ativacao,2026-07-01,2,23
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,orcamento,2026-07-01,2,41
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,efetivado,2026-07-01,2,34
marechal-deodoro-al,MARECHAL DEODORO / AL,ftth,instalacao,2026-07-01,2,36
mari-pb,MARI / PB,5g,ativacao,2026-07-01,2,16
marizopolis-pb,MARIZOPOLIS / PB,5g,ativacao,2026-07-01,2,15
martins-rn,MARTINS / RN,ftth,orcamento,2026-07-01,2,2
martins-rn,MARTINS / RN,ftth,efetivado,2026-07-01,2,2
martins-rn,MARTINS / RN,ftth,instalacao,2026-07-01,2,1
massape-ce,MASSAPE / CE,5g,ativacao,2026-07-01,2,44
massaranduba-pb,MASSARANDUBA / PB,ftth,orcamento,2026-07-01,2,1
mataraca-pb,MATARACA / PB,5g,ativacao,2026-07-01,2,10
mato-grosso-pb,MATO GROSSO  / PB,5g,ativacao,2026-07-01,2,2
mauriti-ce,MAURITI / CE,5g,ativacao,2026-07-01,2,22
maxaranguape-rn,MAXARANGUAPE / RN,5g,ativacao,2026-07-01,2,19
meruoca-ce,MERUOCA / CE,5g,ativacao,2026-07-01,2,1
messias-targino-rn,MESSIAS TARGINO / RN,5g,ativacao,2026-07-01,2,2
milagres-ce,MILAGRES / CE,5g,ativacao,2026-07-01,2,27
milagres-ce,MILAGRES / CE,ftth,orcamento,2026-07-01,2,11
milagres-ce,MILAGRES / CE,ftth,efetivado,2026-07-01,2,11
milagres-ce,MILAGRES / CE,ftth,instalacao,2026-07-01,2,8
,MIRADOR/MA / MA,5g,ativacao,2026-07-01,2,1
missao-velha-ce,MISSAO VELHA / CE,5g,ativacao,2026-07-01,2,30
missao-velha-ce,MISSAO VELHA / CE,ftth,instalacao,2026-07-01,2,15
missao-velha-ce,MISSAO VELHA / CE,ftth,orcamento,2026-07-01,2,19
missao-velha-ce,MISSAO VELHA / CE,ftth,efetivado,2026-07-01,2,14
mombaca-ce,MOMBACA / CE,5g,ativacao,2026-07-01,2,25
mombaca-ce,MOMBACA / CE,ftth,orcamento,2026-07-01,2,20
mombaca-ce,MOMBACA / CE,ftth,efetivado,2026-07-01,2,18
mombaca-ce,MOMBACA / CE,ftth,instalacao,2026-07-01,2,17
morada-nova-ce,MORADA NOVA / CE,5g,ativacao,2026-07-01,2,59
morada-nova-ce,MORADA NOVA / CE,ftth,orcamento,2026-07-01,2,25
morada-nova-ce,MORADA NOVA / CE,ftth,efetivado,2026-07-01,2,19
morada-nova-ce,MORADA NOVA / CE,ftth,instalacao,2026-07-01,2,18
moreno-pe,MORENO / PE,5g,ativacao,2026-07-01,2,55
morrinhos-ce,MORRINHOS / CE,5g,ativacao,2026-07-01,2,28
mossoro-rn,MOSSORO / RN,5g,ativacao,2026-07-01,2,398
mossoro-rn,MOSSORO / RN,ftth,orcamento,2026-07-01,2,180
mossoro-rn,MOSSORO / RN,ftth,efetivado,2026-07-01,2,153
mossoro-rn,MOSSORO / RN,ftth,instalacao,2026-07-01,2,147
mossoro-rn-rn,MOSSORO RN / RN,5g,ativacao,2026-07-01,2,6
mucambo-ce,MUCAMBO / CE,5g,ativacao,2026-07-01,2,13
natal-rn,NATAL / RN,5g,ativacao,2026-07-01,2,851
natal-rn,NATAL / RN,ftth,orcamento,2026-07-01,2,782
natal-rn,NATAL / RN,ftth,efetivado,2026-07-01,2,663
natal-rn,NATAL / RN,ftth,instalacao,2026-07-01,2,597
nisia-floresta-rn,NISIA FLORESTA / RN,5g,ativacao,2026-07-01,2,3
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,efetivado,2026-07-01,2,5
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,instalacao,2026-07-01,2,6
nisia-floresta-rn,NISIA FLORESTA / RN,ftth,orcamento,2026-07-01,2,5
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,orcamento,2026-07-01,2,271
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,efetivado,2026-07-01,2,218
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO / SE,ftth,instalacao,2026-07-01,2,192
nova-cruz-rn,NOVA CRUZ  / RN,5g,ativacao,2026-07-01,2,40
nova-olinda-ce,NOVA OLINDA / CE,5g,ativacao,2026-07-01,2,14
nova-russas-ce,NOVA RUSSAS / CE,5g,ativacao,2026-07-01,2,46
novo-oriente-ce,NOVO ORIENTE / CE,5g,ativacao,2026-07-01,2,2
ocara-ce,OCARA / CE,5g,ativacao,2026-07-01,2,8
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,5g,ativacao,2026-07-01,2,8
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,orcamento,2026-07-01,2,5
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,efetivado,2026-07-01,2,2
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES / AL,ftth,instalacao,2026-07-01,2,4
olho-dagua-do-borges-rn,OLHO DAGUA DO BORGES / RN,5g,ativacao,2026-07-01,2,9
olinda-pe,OLINDA / PE,5g,ativacao,2026-07-01,2,2
olinda-pe,OLINDA / PE,ftth,orcamento,2026-07-01,2,183
olinda-pe,OLINDA / PE,ftth,efetivado,2026-07-01,2,143
olinda-pe,OLINDA / PE,ftth,instalacao,2026-07-01,2,110
oros-ce,OROS / CE,5g,ativacao,2026-07-01,2,16
oros-ce,OROS / CE,ftth,orcamento,2026-07-01,2,3
oros-ce,OROS / CE,ftth,efetivado,2026-07-01,2,3
oros-ce,OROS / CE,ftth,instalacao,2026-07-01,2,3
ouricuri-pe,OURICURI / PE,5g,ativacao,2026-07-01,2,30
ouricuri-pe,OURICURI / PE,ftth,orcamento,2026-07-01,2,14
ouricuri-pe,OURICURI / PE,ftth,efetivado,2026-07-01,2,10
ouricuri-pe,OURICURI / PE,ftth,instalacao,2026-07-01,2,8
pacajus-ce,PACAJUS / CE,5g,ativacao,2026-07-01,2,88
pacajus-ce,PACAJUS / CE,ftth,orcamento,2026-07-01,2,62
pacajus-ce,PACAJUS / CE,ftth,efetivado,2026-07-01,2,55
pacajus-ce,PACAJUS / CE,ftth,instalacao,2026-07-01,2,54
pacatuba-ce,PACATUBA / CE,5g,ativacao,2026-07-01,2,25
pacatuba-ce,PACATUBA / CE,ftth,orcamento,2026-07-01,2,20
pacatuba-ce,PACATUBA / CE,ftth,efetivado,2026-07-01,2,15
pacatuba-ce,PACATUBA / CE,ftth,instalacao,2026-07-01,2,12
pacoti-ce,PACOTI / CE,5g,ativacao,2026-07-01,2,1
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,instalacao,2026-07-01,2,27
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,orcamento,2026-07-01,2,27
palmeira-dos-indios-al,PALMEIRA DOS INDIOS / AL,ftth,efetivado,2026-07-01,2,22
paracuru-ce,PARACURU / CE,5g,ativacao,2026-07-01,2,40
paracuru-ce,PARACURU / CE,ftth,orcamento,2026-07-01,2,1
paracuru-ce,PARACURU / CE,ftth,instalacao,2026-07-01,2,1
,PARACURU/CE / CE,5g,ativacao,2026-07-01,2,2
paraipaba-ce,PARAIPABA / CE,5g,ativacao,2026-07-01,2,67
paraipaba-ce,PARAIPABA / CE,ftth,orcamento,2026-07-01,2,35
paraipaba-ce,PARAIPABA / CE,ftth,efetivado,2026-07-01,2,30
paraipaba-ce,PARAIPABA / CE,ftth,instalacao,2026-07-01,2,23
parana-rn,PARANA / RN,5g,ativacao,2026-07-01,2,12
parau-rn,PARAU / RN,5g,ativacao,2026-07-01,2,1
parnaiba-pi,PARNAIBA / PI,5g,ativacao,2026-07-01,2,107
parnaiba-pi,PARNAIBA / PI,ftth,orcamento,2026-07-01,2,113
parnaiba-pi,PARNAIBA / PI,ftth,efetivado,2026-07-01,2,95
parnaiba-pi,PARNAIBA / PI,ftth,instalacao,2026-07-01,2,88
parnamirim-rn,PARNAMIRIM / RN,5g,ativacao,2026-07-01,2,188
parnamirim-rn,PARNAMIRIM / RN,ftth,orcamento,2026-07-01,2,364
parnamirim-rn,PARNAMIRIM / RN,ftth,efetivado,2026-07-01,2,313
parnamirim-rn,PARNAMIRIM / RN,ftth,instalacao,2026-07-01,2,259
patos-pb,PATOS / PB,5g,ativacao,2026-07-01,2,100
patos-pb,PATOS / PB,ftth,orcamento,2026-07-01,2,94
patos-pb,PATOS / PB,ftth,efetivado,2026-07-01,2,85
patos-pb,PATOS / PB,ftth,instalacao,2026-07-01,2,78
patos-do-piaui-pi,PATOS DO PIAUI / PI,5g,ativacao,2026-07-01,2,9
patos-pb-pb,PATOS PB / PB,5g,ativacao,2026-07-01,2,3
patu-rn,PATU / RN,5g,ativacao,2026-07-01,2,24
pau-dos-ferros-rn,PAU DOS FERROS / RN,5g,ativacao,2026-07-01,2,73
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,orcamento,2026-07-01,2,17
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,efetivado,2026-07-01,2,17
pau-dos-ferros-rn,PAU DOS FERROS / RN,ftth,instalacao,2026-07-01,2,14
paulista-pe,PAULISTA / PE,ftth,orcamento,2026-07-01,2,115
paulista-pe,PAULISTA / PE,ftth,efetivado,2026-07-01,2,103
paulista-pe,PAULISTA / PE,ftth,instalacao,2026-07-01,2,76
paulo-afonso-ba,PAULO AFONSO / BA,5g,ativacao,2026-07-01,2,35
paulo-afonso-ba,PAULO AFONSO / BA,ftth,orcamento,2026-07-01,2,23
paulo-afonso-ba,PAULO AFONSO / BA,ftth,efetivado,2026-07-01,2,19
paulo-afonso-ba,PAULO AFONSO / BA,ftth,instalacao,2026-07-01,2,23
pedra-branca-ce,PEDRA BRANCA / CE,5g,ativacao,2026-07-01,2,31
pedra-branca-ce,PEDRA BRANCA / CE,ftth,orcamento,2026-07-01,2,7
pedra-branca-ce,PEDRA BRANCA / CE,ftth,efetivado,2026-07-01,2,7
pedra-branca-ce,PEDRA BRANCA / CE,ftth,instalacao,2026-07-01,2,9
,PEDREIRAS/MA / MA,5g,ativacao,2026-07-01,2,1
pedro-avelino-rn,PEDRO AVELINO / RN,5g,ativacao,2026-07-01,2,2
penaforte-ce,PENAFORTE / CE,5g,ativacao,2026-07-01,2,16
pendencias-rn,PENDENCIAS / RN,5g,ativacao,2026-07-01,2,15
pendencias-rn,PENDENCIAS / RN,ftth,orcamento,2026-07-01,2,2
pendencias-rn,PENDENCIAS / RN,ftth,efetivado,2026-07-01,2,1
pereiro-ce,PEREIRO / CE,5g,ativacao,2026-07-01,2,133
pereiro-ce,PEREIRO / CE,ftth,orcamento,2026-07-01,2,9
pereiro-ce,PEREIRO / CE,ftth,efetivado,2026-07-01,2,7
pereiro-ce,PEREIRO / CE,ftth,instalacao,2026-07-01,2,3
pesqueira-pe,PESQUEIRA / PE,5g,ativacao,2026-07-01,2,29
pesqueira-pe,PESQUEIRA / PE,ftth,orcamento,2026-07-01,2,12
pesqueira-pe,PESQUEIRA / PE,ftth,efetivado,2026-07-01,2,10
pesqueira-pe,PESQUEIRA / PE,ftth,instalacao,2026-07-01,2,10
petrolina-pe,PETROLINA / PE,5g,ativacao,2026-07-01,2,252
petrolina-pe,PETROLINA / PE,ftth,orcamento,2026-07-01,2,147
petrolina-pe,PETROLINA / PE,ftth,efetivado,2026-07-01,2,118
petrolina-pe,PETROLINA / PE,ftth,instalacao,2026-07-01,2,101
picos-pi,PICOS / PI,ftth,orcamento,2026-07-01,2,27
picos-pi,PICOS / PI,ftth,efetivado,2026-07-01,2,20
picos-pi,PICOS / PI,ftth,instalacao,2026-07-01,2,18
piloes-rn,PILOES / RN,5g,ativacao,2026-07-01,2,10
pindoretama-ce,PINDORETAMA / CE,5g,ativacao,2026-07-01,2,8
pinheiro-ma,PINHEIRO / MA,5g,ativacao,2026-07-01,2,2
piquet-carneiro-ce,PIQUET CARNEIRO / CE,5g,ativacao,2026-07-01,2,22
piranhas-al,PIRANHAS / AL,5g,ativacao,2026-07-01,2,7
piranhas-al,PIRANHAS / AL,ftth,orcamento,2026-07-01,2,4
piranhas-al,PIRANHAS / AL,ftth,efetivado,2026-07-01,2,4
piranhas-al,PIRANHAS / AL,ftth,instalacao,2026-07-01,2,4
pirapemas-ma,PIRAPEMAS / MA,5g,ativacao,2026-07-01,2,1
piripiri-pi,PIRIPIRI / PI,ftth,orcamento,2026-07-01,2,19
piripiri-pi,PIRIPIRI / PI,ftth,efetivado,2026-07-01,2,15
piripiri-pi,PIRIPIRI / PI,ftth,instalacao,2026-07-01,2,13
poco-dantas-pb,POCO DANTAS / PB,5g,ativacao,2026-07-01,2,11
pombal-pb,POMBAL / PB,5g,ativacao,2026-07-01,2,31
pombal-pb,POMBAL / PB,ftth,orcamento,2026-07-01,2,19
pombal-pb,POMBAL / PB,ftth,efetivado,2026-07-01,2,19
pombal-pb,POMBAL / PB,ftth,instalacao,2026-07-01,2,22
porcao-de-pedras-ma,PORCAO DE PEDRAS  / MA,5g,ativacao,2026-07-01,2,3
portalegre-rn,PORTALEGRE / RN,5g,ativacao,2026-07-01,2,8
portalegre-rn,PORTALEGRE / RN,ftth,orcamento,2026-07-01,2,2
portalegre-rn,PORTALEGRE / RN,ftth,efetivado,2026-07-01,2,2
portalegre-rn,PORTALEGRE / RN,ftth,instalacao,2026-07-01,2,3
potengi-ce,POTENGI / CE,5g,ativacao,2026-07-01,2,3
potiretama-ce,POTIRETAMA / CE,5g,ativacao,2026-07-01,2,13
prata-pb,PRATA / PB,5g,ativacao,2026-07-01,2,2
queimadas-pb,QUEIMADAS / PB,ftth,efetivado,2026-07-01,2,1
queimadas-pb,QUEIMADAS / PB,ftth,orcamento,2026-07-01,2,1
quixada-ce,QUIXADA / CE,5g,ativacao,2026-07-01,2,119
quixada-ce,QUIXADA / CE,ftth,orcamento,2026-07-01,2,65
quixada-ce,QUIXADA / CE,ftth,efetivado,2026-07-01,2,56
quixada-ce,QUIXADA / CE,ftth,instalacao,2026-07-01,2,50
quixeramobim-ce,QUIXERAMOBIM / CE,5g,ativacao,2026-07-01,2,103
quixeramobim-ce,QUIXERAMOBIM / CE,ftth,orcamento,2026-07-01,2,67
quixeramobim-ce,QUIXERAMOBIM / CE,ftth,efetivado,2026-07-01,2,60
quixeramobim-ce,QUIXERAMOBIM / CE,ftth,instalacao,2026-07-01,2,49
quixere-ce,QUIXERE / CE,5g,ativacao,2026-07-01,2,26
quixere-ce,QUIXERE / CE,ftth,orcamento,2026-07-01,2,7
quixere-ce,QUIXERE / CE,ftth,efetivado,2026-07-01,2,5
quixere-ce,QUIXERE / CE,ftth,instalacao,2026-07-01,2,6
rafael-fernandes-rn,RAFAEL FERNANDES / RN,5g,ativacao,2026-07-01,2,14
rafael-fernandes-rn,RAFAEL FERNANDES / RN,ftth,orcamento,2026-07-01,2,5
rafael-fernandes-rn,RAFAEL FERNANDES / RN,ftth,efetivado,2026-07-01,2,5
rafael-fernandes-rn,RAFAEL FERNANDES / RN,ftth,instalacao,2026-07-01,2,3
recife-pe,RECIFE / PE,5g,ativacao,2026-07-01,2,1
recife-pe,RECIFE / PE,ftth,orcamento,2026-07-01,2,207
recife-pe,RECIFE / PE,ftth,efetivado,2026-07-01,2,167
recife-pe,RECIFE / PE,ftth,instalacao,2026-07-01,2,93
riacho-de-santana-rn,RIACHO DE SANTANA / RN,5g,ativacao,2026-07-01,2,6
ribeira-do-pombal-ba,RIBEIRA DO POMBAL / BA,ftth,instalacao,2026-07-01,2,23
ribeira-do-pombal-ba,RIBEIRA DO POMBAL / BA,ftth,efetivado,2026-07-01,2,28
ribeira-do-pombal-ba,RIBEIRA DO POMBAL / BA,ftth,orcamento,2026-07-01,2,28
rio-largo-al,RIO LARGO / AL,5g,ativacao,2026-07-01,2,35
rio-largo-al,RIO LARGO / AL,ftth,orcamento,2026-07-01,2,50
rio-largo-al,RIO LARGO / AL,ftth,efetivado,2026-07-01,2,38
rio-largo-al,RIO LARGO / AL,ftth,instalacao,2026-07-01,2,30
rio-tinto-pb,RIO TINTO / PB,5g,ativacao,2026-07-01,2,6
rodolfo-fernandes-rn,RODOLFO FERNANDES / RN,5g,ativacao,2026-07-01,2,12
russas-ce,RUSSAS / CE,5g,ativacao,2026-07-01,2,78
russas-ce,RUSSAS / CE,ftth,orcamento,2026-07-01,2,37
russas-ce,RUSSAS / CE,ftth,efetivado,2026-07-01,2,37
russas-ce,RUSSAS / CE,ftth,instalacao,2026-07-01,2,43
saboeiro-ce,SABOEIRO / CE,5g,ativacao,2026-07-01,2,4
salgueiro-pe,SALGUEIRO  / PE,5g,ativacao,2026-07-01,2,53
salgueiro-pe,SALGUEIRO / PE,ftth,orcamento,2026-07-01,2,21
salgueiro-pe,SALGUEIRO / PE,ftth,efetivado,2026-07-01,2,17
salgueiro-pe,SALGUEIRO / PE,ftth,instalacao,2026-07-01,2,17
santa-cruz-pb,SANTA CRUZ / PB,5g,ativacao,2026-07-01,2,4
santa-cruz-rn,SANTA CRUZ / RN,5g,ativacao,2026-07-01,2,30
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE / PE,ftth,orcamento,2026-07-01,2,43
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE / PE,ftth,efetivado,2026-07-01,2,33
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE / PE,ftth,instalacao,2026-07-01,2,33
santa-luzia-pb,SANTA LUZIA / PB,5g,ativacao,2026-07-01,2,17
santa-luzia-pb,SANTA LUZIA / PB,ftth,orcamento,2026-07-01,2,9
santa-luzia-pb,SANTA LUZIA / PB,ftth,efetivado,2026-07-01,2,7
santa-luzia-pb,SANTA LUZIA / PB,ftth,instalacao,2026-07-01,2,6
santa-quiteria-ce,SANTA QUITERIA / CE,5g,ativacao,2026-07-01,2,30
santa-rita-pb,SANTA RITA / PB,5g,ativacao,2026-07-01,2,74
santa-rita-pb,SANTA RITA / PB,ftth,orcamento,2026-07-01,2,87
santa-rita-pb,SANTA RITA / PB,ftth,efetivado,2026-07-01,2,68
santa-rita-pb,SANTA RITA / PB,ftth,instalacao,2026-07-01,2,61
santana-do-cariri-ce,SANTANA DO CARIRI / CE,5g,ativacao,2026-07-01,2,16
santo-amaro-ba,SANTO AMARO / BA,ftth,orcamento,2026-07-01,2,31
santo-amaro-ba,SANTO AMARO / BA,ftth,efetivado,2026-07-01,2,25
santo-amaro-ba,SANTO AMARO / BA,ftth,instalacao,2026-07-01,2,27
sao-benedito-ce,SAO BENEDITO / CE,5g,ativacao,2026-07-01,2,19
sao-benedito-ce,SAO BENEDITO / CE,ftth,orcamento,2026-07-01,2,9
sao-benedito-ce,SAO BENEDITO / CE,ftth,efetivado,2026-07-01,2,7
sao-benedito-ce,SAO BENEDITO / CE,ftth,instalacao,2026-07-01,2,7
sao-bento-pb,SAO BENTO / PB,5g,ativacao,2026-07-01,2,26
sao-bento-pb,SAO BENTO / PB,ftth,efetivado,2026-07-01,2,12
sao-bento-pb,SAO BENTO / PB,ftth,instalacao,2026-07-01,2,15
sao-bento-pb,SAO BENTO / PB,ftth,orcamento,2026-07-01,2,12
sao-caitano-pe,SAO CAITANO  / PE,5g,ativacao,2026-07-01,2,23
sao-cristovao-se,SAO CRISTOVAO / SE,ftth,orcamento,2026-07-01,2,51
sao-cristovao-se,SAO CRISTOVAO / SE,ftth,efetivado,2026-07-01,2,35
sao-cristovao-se,SAO CRISTOVAO / SE,ftth,instalacao,2026-07-01,2,31
sao-francisco-do-oeste-rn,SAO FRANCISCO DO OESTE / RN,5g,ativacao,2026-07-01,2,6
sao-francisco-do-oeste-rn,SAO FRANCISCO DO OESTE / RN,ftth,orcamento,2026-07-01,2,33
sao-francisco-do-oeste-rn,SAO FRANCISCO DO OESTE / RN,ftth,efetivado,2026-07-01,2,31
sao-francisco-do-oeste-rn,SAO FRANCISCO DO OESTE / RN,ftth,instalacao,2026-07-01,2,17
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE / CE,5g,ativacao,2026-07-01,2,18
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE / CE,ftth,orcamento,2026-07-01,2,1
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE / CE,ftth,efetivado,2026-07-01,2,1
sao-goncalo-do-amarante-ce,SAO GONCALO DO AMARANTE / CE,ftth,instalacao,2026-07-01,2,1
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE / RN,5g,ativacao,2026-07-01,2,54
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE / RN,ftth,orcamento,2026-07-01,2,142
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE / RN,ftth,efetivado,2026-07-01,2,122
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE / RN,ftth,instalacao,2026-07-01,2,109
sao-joao-do-cariri-pb,SAO JOAO DO CARIRI / PB,5g,ativacao,2026-07-01,2,5
sao-jose-de-brejo-do-cruz-pb,SAO JOSE DE BREJO DO CRUZ / PB,5g,ativacao,2026-07-01,2,1
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU / RN,5g,ativacao,2026-07-01,2,35
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU / RN,ftth,orcamento,2026-07-01,2,103
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU / RN,ftth,efetivado,2026-07-01,2,86
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU / RN,ftth,instalacao,2026-07-01,2,35
sao-lourenco-da-mata-pe,SAO LOURENCO DA MATA / PE,ftth,orcamento,2026-07-01,2,49
sao-lourenco-da-mata-pe,SAO LOURENCO DA MATA / PE,ftth,efetivado,2026-07-01,2,45
sao-lourenco-da-mata-pe,SAO LOURENCO DA MATA / PE,ftth,instalacao,2026-07-01,2,37
sao-mamede-pb,SAO MAMEDE / PB,5g,ativacao,2026-07-01,2,8
sao-miguel-rn,SAO MIGUEL / RN,5g,ativacao,2026-07-01,2,47
sao-miguel-rn,SAO MIGUEL / RN,ftth,orcamento,2026-07-01,2,16
sao-miguel-rn,SAO MIGUEL / RN,ftth,efetivado,2026-07-01,2,16
sao-miguel-rn,SAO MIGUEL / RN,ftth,instalacao,2026-07-01,2,15
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS / AL,ftth,instalacao,2026-07-01,2,21
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS / AL,ftth,orcamento,2026-07-01,2,20
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS / AL,ftth,efetivado,2026-07-01,2,21
sao-paulo-sp,SAO PAULO / SP,5g,ativacao,2026-07-01,2,1
,SAO PAULO DO POTENGI/RN / RN,5g,ativacao,2026-07-01,2,3
sape-pb,SAPE / PB,5g,ativacao,2026-07-01,2,36
satuba-al,SATUBA / AL,ftth,orcamento,2026-07-01,2,4
satuba-al,SATUBA / AL,ftth,efetivado,2026-07-01,2,3
senador-alexandre-costa-ma,SENADOR ALEXANDRE COSTA / MA,5g,ativacao,2026-07-01,2,3
senador-georgino-avelino-rn,SENADOR GEORGINO AVELINO / RN,5g,ativacao,2026-07-01,2,3
senador-pompeu-ce,SENADOR POMPEU / CE,5g,ativacao,2026-07-01,2,53
senador-pompeu-ce,SENADOR POMPEU / CE,ftth,instalacao,2026-07-01,2,12
senador-pompeu-ce,SENADOR POMPEU / CE,ftth,orcamento,2026-07-01,2,8
senador-pompeu-ce,SENADOR POMPEU / CE,ftth,efetivado,2026-07-01,2,9
serra-do-mel-rn,SERRA DO MEL / RN,5g,ativacao,2026-07-01,2,1
serra-talhada-pe,SERRA TALHADA / PE,5g,ativacao,2026-07-01,2,68
serra-talhada-pe,SERRA TALHADA / PE,ftth,orcamento,2026-07-01,2,33
serra-talhada-pe,SERRA TALHADA / PE,ftth,efetivado,2026-07-01,2,32
serra-talhada-pe,SERRA TALHADA / PE,ftth,instalacao,2026-07-01,2,27
simoes-filho-ba,SIMOES FILHO / BA,ftth,orcamento,2026-07-01,2,16
simoes-filho-ba,SIMOES FILHO / BA,ftth,efetivado,2026-07-01,2,11
sobral-ce,SOBRAL / CE,5g,ativacao,2026-07-01,2,143
sobral-ce,SOBRAL / CE,ftth,orcamento,2026-07-01,2,118
sobral-ce,SOBRAL / CE,ftth,efetivado,2026-07-01,2,98
sobral-ce,SOBRAL / CE,ftth,instalacao,2026-07-01,2,95
